Tank,Block,InitialDensity,Date,Stocked,LarvalPeriod,Photo,Grmass,Growthrate,Mass_g,HL,SVL,TL,HW,Phenotype,AqvT
10,Block 2,33,12/15/2017,1/21/2017,328,DSC_7997,0.002332317,0.080503049,0.765,7.718,26.405,50.414,7.14,Larva,Aquatic
10,Block 2,33,12/15/2017,1/21/2017,328,DSC_7998,0.002554878,0.084112805,0.838,7.88,27.589,52.029,7.107,Larva,Aquatic
10,Block 2,33,12/15/2017,1/21/2017,328,DSC_7999,0.00242378,0.081515244,0.795,7.508,26.737,54.11,7.194,Larva,Aquatic
10,Block 2,33,12/15/2017,1/21/2017,328,DSC_8000,0.00267378,0.081405488,0.877,6.838,26.701,51.194,7.035,Larva,Aquatic
10,Block 2,33,12/15/2017,1/21/2017,328,DSC_8001,0.002878049,0.085762195,0.944,8.344,28.13,56.482,7.356,Larva,Aquatic
10,Block 2,33,12/15/2017,1/21/2017,328,DSC_8002,0.00252439,0.077268293,0.828,7.536,25.344,48.298,6.935,Larva,Aquatic
10,Block 2,33,12/15/2017,1/21/2017,328,DSC_8003,0.001512195,0.078362805,0.496,6.961,25.703,42.55,6.246,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8004,0.007902439,0.124810976,2.592,11.283,40.938,83.734,10.214,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8005,0.008783537,0.128734756,2.881,12.448,42.225,83.246,10.725,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8006,0.007003049,0.123768293,2.297,11.354,40.596,79.136,9.344,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8007,0.007512195,0.122835366,2.464,11.387,40.29,80.984,10.052,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8008,0.006881098,0.118280488,2.257,10.33,38.796,75.251,9.685,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8009,0.006896341,0.10695122,2.262,9.449,35.08,71.593,8.671,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8010,0.007106707,0.116402439,2.331,11.271,38.18,78.494,9.853,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8011,0.006896341,0.117320122,2.262,10.078,38.481,79.299,9.363,Paedomorph,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8012,0.006838415,0.114137195,2.243,10.384,37.437,78.612,9.496,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8013,0.007445122,0.121795732,2.442,10.929,39.949,80.172,10.169,Larva,Aquatic
11,Block 2,13,12/15/2017,1/21/2017,328,DSC_8014,0.007030488,0.120094512,2.306,11.122,39.391,70.147,10.158,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8015,0.005182927,0.102320122,1.7,9.147,33.561,66.892,8.377,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8016,0.00404878,0.096929878,1.328,9.027,31.793,62.01,8.423,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8017,0.003637195,0.09245122,1.193,9.245,30.324,57.224,7.99,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8018,0.004417683,0.094375,1.449,8.782,30.955,63.889,8.435,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8019,0.004082317,0.094740854,1.339,7.9,31.075,59.807,7.864,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8020,0.00454878,0.096082317,1.492,9.073,31.515,65.536,8.539,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8021,0.004667683,0.108704268,1.531,10.836,35.655,70.625,9.021,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8022,0.004682927,0.098570122,1.536,8.644,32.331,65.13,8.467,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8023,0.004335366,0.098564024,1.422,9.438,32.329,64.864,8.494,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8024,0.004228659,0.09995122,1.387,10.021,32.784,65.75,8.335,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8025,0.004213415,0.101176829,1.382,9.194,33.186,60.477,7.975,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8026,0.004390244,0.101216463,1.44,9.051,33.199,69.56,8.461,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8027,0.003929878,0.097359756,1.289,9.344,31.934,64.39,7.779,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8028,0.004810976,0.103414634,1.578,9.992,33.92,70.585,8.955,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8029,0.004957317,0.102378049,1.626,9.702,33.58,62.648,8.58,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8030,0.004905488,0.099713415,1.609,9.439,32.706,64.54,8.874,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8031,0.00367378,0.092003049,1.205,8.892,30.177,58.302,7.624,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8032,0.004469512,0.100460366,1.466,9.638,32.951,67.437,8.446,Paedomorph,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8033,0.004097561,0.098115854,1.344,8.494,32.182,64.209,7.713,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8034,0.002390244,0.084085366,0.784,9.063,27.58,45.316,7.27,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8035,0.003838415,0.095646341,1.259,8.124,31.372,64.233,7.754,Larva,Aquatic
12,Block 2,28,12/15/2017,1/21/2017,328,DSC_8036,0.003939024,0.09864939,1.292,9.15,32.357,65.799,8.222,Larva,Aquatic
13,Block 2,3,12/15/2017,1/21/2017,328,DSC_8037,0.033789634,0.179070122,11.083,14.821,58.735,124.451,12.659,Paedomorph,Aquatic
15,Block 2,8,12/15/2017,1/21/2017,328,DSC_8038,0.01404878,0.144356707,4.608,12.597,47.349,101.248,11.145,Paedomorph,Aquatic
15,Block 2,8,12/15/2017,1/21/2017,328,DSC_8039,0.012481707,0.136948171,4.094,12.043,44.919,90.15,10.674,Paedomorph,Aquatic
15,Block 2,8,12/15/2017,1/21/2017,328,DSC_8040,0.011530488,0.139637195,3.782,11.49,45.801,90.882,11.076,Larva,Aquatic
15,Block 2,8,12/15/2017,1/21/2017,328,DSC_8041,0.01460061,0.13729878,4.789,11.592,45.034,93.654,11.175,Paedomorph,Aquatic
15,Block 2,8,12/15/2017,1/21/2017,328,DSC_8042,0.013695122,0.145390244,4.492,12.329,47.688,95.993,11.389,Larva,Aquatic
15,Block 2,8,12/15/2017,1/21/2017,328,DSC_8043,0.013170732,0.135926829,4.32,11.636,44.584,95.543,11.338,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8044,0.007829268,0.124875,2.568,10.453,40.959,82.906,9.941,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8045,0.011243902,0.131213415,3.688,12.615,43.038,89.804,10.141,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8046,0.009621951,0.129314024,3.156,11.728,42.415,85.151,10.489,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8047,0.01185061,0.13702439,3.887,12.67,44.944,90.292,10.686,Larva,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8048,0.009036585,0.125777439,2.964,11.443,41.255,87.891,9.917,Larva,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8049,0.010356707,0.132487805,3.397,11.718,43.456,87.489,10.914,Larva,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8050,0.009082317,0.126271341,2.979,10.982,41.417,81.745,10.494,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8051,0.00914939,0.135301829,3.001,11.429,44.379,89.537,10.486,Larva,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8052,0.009786585,0.132945122,3.21,11.571,43.606,74.843,10.694,Larva,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8053,0.009051829,0.126234756,2.969,10.793,41.405,86.127,10.246,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8054,0.008320122,0.123615854,2.729,11.592,40.546,76.804,10.274,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8055,0.009030488,0.128332317,2.962,10.758,42.093,81.609,10.283,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8056,0.009945122,0.136027439,3.262,11.916,44.617,88.803,10.209,Paedomorph,Aquatic
16,Block 2,18,12/15/2017,1/21/2017,328,DSC_8057,0.00695122,0.113042683,2.28,11.297,37.078,82.046,9.715,Larva,Aquatic
17,Block 3,3,12/15/2017,1/21/2017,328,DSC_8058,0.033469512,0.179820122,10.978,16.116,58.981,120.124,14.026,Paedomorph,Aquatic
18,Block 3,33,12/15/2017,1/21/2017,328,DSC_8059,0.034021341,0.177411585,11.159,13.024,58.191,115.517,14.21,Paedomorph,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8060,0.007942073,0.126295732,2.605,12.101,41.425,81.898,9.746,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8061,0.009335366,0.133317073,3.062,12.207,43.728,85.258,10.366,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8062,0.006875,0.110039634,2.255,10.062,36.093,72.241,8.718,Paedomorph,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8063,0.007420732,0.117792683,2.434,10.255,38.636,76.72,9.599,Paedomorph,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8064,0.00775,0.123603659,2.542,10.799,40.542,75.132,9.723,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8065,0.006728659,0.11410061,2.207,9.841,37.425,71.044,8.743,Paedomorph,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8066,0.009728659,0.130228659,3.191,11.932,42.715,86.656,10.47,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8067,0.007716463,0.120716463,2.531,11.727,39.595,74.262,9.797,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8068,0.007234756,0.119966463,2.373,11.272,39.349,73.577,9.491,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8069,0.010463415,0.132615854,3.432,11.32,43.498,86.693,10.236,Paedomorph,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8070,0.008097561,0.125362805,2.656,11.191,41.119,82.411,9.726,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8071,0.007365854,0.117807927,2.416,10.603,38.641,75.121,9.74,Larva,Aquatic
20,Block 3,38,12/15/2017,1/21/2017,328,DSC_8072,0.007213415,0.115832317,2.366,11.218,37.993,71.325,9.483,Larva,Aquatic
23,Block 3,18,12/15/2017,1/21/2017,328,DSC_8073,0.01885061,0.151789634,6.183,12.784,49.787,106.89,11.743,Paedomorph,Aquatic
23,Block 3,18,12/15/2017,1/21/2017,328,DSC_8074,0.012643293,0.138344512,4.147,12.353,45.377,92.423,11.048,Paedomorph,Aquatic
23,Block 3,18,12/15/2017,1/21/2017,328,DSC_8075,0.010518293,0.132039634,3.45,11.526,43.309,88.468,10.529,Paedomorph,Aquatic
23,Block 3,18,12/15/2017,1/21/2017,328,DSC_8076,0.015655488,0.141621951,5.135,11.856,46.452,95.083,11.1,Paedomorph,Aquatic
23,Block 3,18,12/15/2017,1/21/2017,328,DSC_8077,0.012384146,0.135783537,4.062,11.874,44.537,91.557,10.948,Paedomorph,Aquatic
23,Block 3,18,12/15/2017,1/21/2017,328,DSC_8078,0.011411585,0.132158537,3.743,10.785,43.348,91.072,10.965,Paedomorph,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8079,0.006224615,0.115504615,2.023,9.659,37.539,72.829,8.601,Paedomorph,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8080,0.006901538,0.114249231,2.243,9.809,37.131,73.374,9.511,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8081,0.009021538,0.126052308,2.932,10.709,40.967,79.442,9.724,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8082,0.008729231,0.1184,2.837,10.288,38.48,81.409,9.635,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8083,0.007923077,0.118409231,2.575,9.73,38.483,81.028,9.942,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8084,0.008587692,0.129556923,2.791,10.901,42.106,85.77,9.843,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8085,0.006836923,0.110778462,2.222,9.591,36.003,70.427,9.5,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8086,0.008492308,0.116695385,2.76,9.795,37.926,77.059,9.183,Paedomorph,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8087,0.007141538,0.116243077,2.321,10.206,37.779,75.593,9.634,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8088,0.006695385,0.11456,2.176,9.754,37.232,73.704,9.191,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8089,0.006803077,0.112486154,2.211,10.029,36.558,66.88,9.023,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8090,0.006593846,0.118858462,2.143,10.512,38.629,74.469,9.075,Paedomorph,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8091,0.006787692,0.114695385,2.206,9.858,37.276,75.051,9.118,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8092,0.007938462,0.115292308,2.58,10.397,37.47,78.048,9.663,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8093,0.005304615,0.107886154,1.724,9.973,35.063,65.927,8.508,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8094,0.007141538,0.118264615,2.321,10.542,38.436,75.433,10.118,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8095,0.009409231,0.134523077,3.058,12.164,43.72,87.303,10.704,Larva,Aquatic
25,Block 4,23,12/15/2017,1/24/2017,325,DSC_8096,0.005716923,0.114630769,1.858,9.787,37.255,75.162,8.504,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8104,0.006901538,0.118113846,2.243,10.568,38.387,75.993,9.144,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8105,0.00824,0.121766154,2.678,10.669,39.574,78.914,9.782,Paedomorph,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8106,0.00952,0.129803077,3.094,11.897,42.186,81.035,10.389,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8107,0.004455385,0.095935385,1.448,7.585,31.179,63.766,8.301,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8108,0.007015385,0.129827692,2.28,9.989,42.194,80.297,9.651,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8109,0.005996923,0.118049231,1.949,9.651,38.366,70.403,9.056,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8110,0.008307692,0.126956923,2.7,11.299,41.261,80.581,10.405,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8111,0.006972308,0.116603077,2.266,11.077,37.896,76.09,9.276,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8112,0.004655385,0.100593846,1.513,9.055,32.693,65.652,8.424,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8113,0.007169231,0.120713846,2.33,10.723,39.232,75.521,9.434,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8114,0.008009231,0.122430769,2.603,10.429,39.79,79.883,10.033,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8115,0.008615385,0.126569231,2.8,10.496,41.135,80.05,9.178,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8116,0.00736,0.118738462,2.392,9.992,38.59,76.864,9.643,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8117,0.00632,0.118427692,2.054,9.283,38.489,67.956,8.926,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8118,0.005701538,0.115378462,1.853,10.078,37.498,71.199,8.863,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8119,0.005138462,0.101966154,1.67,9.596,33.139,66.684,8.851,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8120,0.006033846,0.107870769,1.961,10.178,35.058,70.047,8.91,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8121,0.007393846,0.113070769,2.403,9.44,36.748,72.672,8.735,Paedomorph,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8122,0.007667692,0.121,2.492,10.39,39.325,76.804,8.978,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8123,0.003313846,0.086784615,1.077,7.473,28.205,56.415,7.895,Larva,Aquatic
26,Block 4,28,12/15/2017,1/24/2017,325,DSC_8124,0.002870769,0.100153846,0.933,9.336,32.55,51.259,8.26,Larva,Aquatic
27,Block 4,3,12/15/2017,1/24/2017,325,DSC_8125,0.041606154,0.193255385,13.522,16.922,62.808,133.153,14.017,Paedomorph,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8127,0.004295385,0.099661538,1.396,9.292,32.39,63.123,8.292,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8128,0.004009231,0.095510769,1.303,9.106,31.041,60.459,7.654,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8129,0.003895385,0.095587692,1.266,8.182,31.066,62.803,8.323,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8130,0.004067692,0.096935385,1.322,8.453,31.504,62.053,8.137,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8131,0.004003077,0.096378462,1.301,8.85,31.323,64.341,8.003,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8132,0.003073846,0.085750769,0.999,8.332,27.869,56.983,7.723,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8133,0.003163077,0.093664615,1.028,9.24,30.441,58.424,7.405,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8134,0.004,0.097981538,1.3,9.594,31.844,63.96,8.448,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8135,0.003833846,0.090027692,1.246,8.722,29.259,59.127,8.212,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8136,0.004227692,0.094923077,1.374,8.268,30.85,63.444,8.255,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8137,0.004086154,0.096578462,1.328,8.639,31.388,64.703,8.233,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8138,0.003683077,0.093550769,1.197,8.92,30.404,61.709,8.118,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8139,0.004458462,0.100132308,1.449,8.799,32.543,66.246,8.72,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8140,0.004467692,0.100969231,1.452,9.153,32.815,62.411,8.561,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8141,0.004581538,0.099873846,1.489,9.389,32.459,63.085,8.26,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8142,0.004098462,0.096396923,1.332,9.42,31.329,63.843,8.039,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8143,0.003963077,0.092209231,1.288,8.751,29.968,60.022,7.66,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8144,0.004738462,0.096396923,1.54,9.42,31.329,63.843,8.039,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8145,0.003963077,0.096849231,1.288,9.149,31.476,64.121,7.961,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8146,0.004286154,0.101403077,1.393,9.072,32.956,66.993,8.48,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8147,0.003701538,0.092824615,1.203,8.136,30.168,58.63,7.874,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8148,0.003227692,0.08872,1.049,8.052,28.834,56.07,7.184,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8149,0.002966154,0.093876923,0.964,9.011,30.51,60.499,7.891,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8150,0.004233846,0.099092308,1.376,9.095,32.205,63.92,8.285,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8151,0.004578462,0.099215385,1.488,8.958,32.245,67.441,7.986,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8152,0.003649231,0.09384,1.186,8.79,30.498,60.94,7.851,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8153,0.003575385,0.090427692,1.162,8.225,29.389,58.661,8.045,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8154,0.003458462,0.091003077,1.124,8.456,29.576,60.208,7.768,Larva,Aquatic
28,Block 4,33,12/15/2017,1/24/2017,325,DSC_8155,0.003676923,0.093796923,1.195,8.81,30.484,60.109,8.4,Larva,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8157,0.017236923,0.15228,5.602,12.647,49.491,99.489,11.721,Paedomorph,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8158,0.014578462,0.143593846,4.738,12.67,46.668,96.186,11.288,Paedomorph,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8159,0.016246154,0.154101538,5.28,13.16,50.083,97.748,11.499,Paedomorph,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8160,0.017886154,0.153593846,5.813,10.864,49.918,100.807,11.248,Paedomorph,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8161,0.013667692,0.141913846,4.442,11.455,46.122,96.542,10.72,Paedomorph,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8162,0.015323077,0.14292,4.98,12.987,46.449,94.09,11.366,Paedomorph,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8163,0.018686154,0.163907692,6.073,12.809,53.27,105.924,11.325,Paedomorph,Aquatic
30,Block 4,13,12/15/2017,1/24/2017,325,DSC_8164,0.014092308,0.150036923,4.58,11.962,48.762,97.921,11.011,Paedomorph,Aquatic
31,Block 4,8,12/15/2017,1/24/2017,325,DSC_8165,0.029292308,0.183723077,9.52,15.255,59.71,118.299,13.331,Paedomorph,Aquatic
32,Block 4,38,12/15/2017,1/24/2017,325,DSC_8166,0.031144615,0.180455385,10.122,14.181,58.648,119.778,12.957,Paedomorph,Aquatic
32,Block 4,38,12/15/2017,1/24/2017,325,DSC_8167,0.025230769,0.165784615,8.2,13.51,53.88,112.003,12.028,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8168,0.0082,0.117907692,2.665,10.026,38.32,72.39,9.569,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8169,0.009409231,0.125492308,3.058,10.991,40.785,76.829,9.897,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8170,0.007473846,0.117067692,2.429,10.593,38.047,69.56,9.78,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8171,0.007747692,0.12424,2.518,10.647,40.378,76.875,9.833,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8172,0.010781538,0.129526154,3.504,11.06,42.096,86.015,10.118,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8173,0.008824615,0.119787692,2.868,11.003,38.931,73.378,9.943,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8174,0.009898462,0.130147692,3.217,11.429,42.298,82.958,10.277,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8175,0.00956,0.128953846,3.107,11.526,41.91,81.129,10.293,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8176,0.009501538,0.121326154,3.088,10.642,39.431,81.249,10.445,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8177,0.009375385,0.130676923,3.047,12.337,42.47,84.075,10.429,Larva,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8178,0.009449231,0.132156923,3.071,11.861,42.951,85.049,9.762,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8179,0.010830769,0.129233846,3.52,10.99,42.001,87.796,10.293,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8180,0.009972308,0.130101538,3.241,11.11,42.283,85.99,10.383,Paedomorph,Aquatic
34,Block 5,23,12/15/2017,1/24/2017,325,DSC_8181,0.008227692,0.115713846,2.674,10.505,37.607,76.28,9.695,Paedomorph,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8182,0.003852308,0.094723077,1.252,8.488,30.785,60.408,7.894,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8183,0.004193846,0.099901538,1.363,8.391,32.468,65.573,8.283,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8184,0.004003077,0.094575385,1.301,8.479,30.737,61.673,8.358,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8185,0.00396,0.099,1.287,8.734,32.175,56.141,7.645,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8186,0.004612308,0.0962,1.499,8.318,31.265,59.988,7.761,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8187,0.003843077,0.091516923,1.249,8.403,29.743,60.19,7.36,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8188,0.004132308,0.098596923,1.343,8.59,32.044,64.652,8.053,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8189,0.004015385,0.096867692,1.305,8.4,31.482,62.703,7.577,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8190,0.003667692,0.098532308,1.192,9.221,32.023,63.952,7.75,Larva,Aquatic
35,Block 5,38,12/15/2017,1/24/2017,325,DSC_8191,0.002803077,0.087756923,0.911,7.895,28.521,55.48,6.929,Larva,Aquatic
